'U[\\dA-F]{5,5}'	220,927,1122,1263,1290,1469,1580,1594
'#x([\\d|A-F]{4,4})'	220,927,1122,1263,1290,1469,1580,1594
'\\[#x([\\d|A-F]{4,4})-#x([\\d|A-F]{4,4})\\]'	220,927,1122,1263,1290,1469,1580,1594
'(\\[.{16,16}[^,]*?),.*?\\]\\)'	356,538,1247,1288
'    # mere offset\n                ^\n                &?                                          # possible ampersand\n                (       0                                       # just zero\n                |       [1-9]{1,1}[0-9]*        # decimal\n                |       0[0-7]+                         # octal\n                |       0x[0-9a-f]+                     # hex\n                )\n                $\n                '	1007,1015,1032
'    # indirect offset\n                ^\\(\n                (?P<base>&?0                  # just zero\n                        |&?[1-9]{1,1}[0-9]* # decimal\n                        |&?0[0-7]*          # octal\n                        |&?0x[0-9A-F]+      # hex\n                )\n                (?P<type>\n                        \\.         # this dot might be alone\n                        [BSL]? # one of this chars in either case\n                )?\n                (?P<sign>\n                        [-+]{0,1}\n                )?\n                (?P<off>0              # just zero\n                        |[1-9]{1,1}[0-9]*  # decimal\n                        |0[0-7]*           # octal\n                        |0x[0-9a-f]+       # hex\n                )?\n                \\)$'	1007,1015,1032
'\\d{1,2}/\\d{1,2}/\\d{4,4}'	109,182
'\\d\\d-[a-zA-Z]{3,3}-\\d\\d\\d\\d \\d\\d:\\d\\d'	1015,1032
'(?is)<p>([^<>]{0,15}<b>[^<>]+?</b>[^<>]{2,2}.+?)</p>'	169,179
'\\d{4,4}'	126
'_c[0-9]{4,4}$'	975
'[0-9]*[nN]{1,1}'	498
'[0-9]*n[wW]{1,1}'	498
'^[^_]{1,1}.*\\.py$'	1528
'^([A-Fa-f0-9]{2,2}){3,4}$'	80
'(\\w+ \\d{1,2}, \\d{4,4})'	182
'\\\\([ \tn\\\\]|[0-7]{3,3})'	27
'(?m).*([0-9a-fA-F]{32,32}).*'	859
'(.+)[-_]([0-9a-fA-F]{40,40})'	318
'(\\d{1,2}/\\d{1,2}/\\d{4,4})'	182
' *[0-9]+: +[1-9][0-9a-z]{3,3}'	1302
'(\\[.{16,16}[^,)]*?),.*?\\]\\)'	436
'(?<!\\\\)\\\\u([dD][0-9a-fA-F]{3,3})'	299
'(\\d{4,4})[\\.|\\s](\\d+)[\\.|\\s](\\d+)'	126
'(?im)(x-eyeconnect-token *: *([0-9a-fA-F]{32,32}))'	859
'^(\\d{4,4}-\\d{2,2}-\\d{2,2}T\\d{2,2}:\\d{2,2}:\\d{2,2})\\.\\d*Z$'	1500
'color ([^ ]+) #([a-fA-F0-9]{2,2})([a-fA-F0-9]{2,2})([a-fA-F0-9]{2,2})'	1216
